序号	文件名	环ID	节点	路由耗时(ns)
8958	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	699
8959	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	566
8960	QmSaiHwNXv8VTTdRZDyRnqLyGN7WFt4RGdeQ91ScchT7q2	ring0	node8	623
8961	QmajNpcwLpccJH713stxHrWquDC1WoJJqdrdVNWYxqzkH6	ring1	node17	548
8962	QmUhFbiTtQrVfdMR1zZnoM6NmZaRezzoM8E9XVb8G1q22Y	ring3	node7	637
8963	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	533
8964	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	563
8965	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	558
8966	QmdHsekMbnEBVaQDFNsniRqwoBeGJHxjw6kc7iyzGvcend	ring1	node37	492
8967	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	514
8968	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	472
8969	QmeSjSinHpPnmXmspMjwiXyN6zS4E9zccariGR3jxcaWtq	ring1	node1	557
8970	QmUmFicxwHaSRHwoopENo7TfHrV2SyZPFRPni1XD1HWt3R	ring3	node15	535
8971	QmfYR5mdHkFzNKLUdeXXiyUWZh94Rfij3TjDXu3YoR7v33	ring3	node27	560
8972	QmUq3EkZwmfyFPfTjBhfzXbUziUqaCmApGj4C6MHiokABo	ring3	node11	507
8973	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	529
8974	QmTbU5PN3WuuHAcFpaU5dHfd8gQJsWhhhudWr3wc4QRGY9	ring2	node38	555
8975	QmTbU5PN3WuuHAcFpaU5dHfd8gQJsWhhhudWr3wc4QRGY9	ring2	node38	525
8976	QmTbU5PN3WuuHAcFpaU5dHfd8gQJsWhhhudWr3wc4QRGY9	ring2	node38	480
8977	QmSDPE1wcxBD8i9sBpALjE2pkuyqb9pvPM2bu66ERuH4zq	ring2	node14	531
8978	QmTbU5PN3WuuHAcFpaU5dHfd8gQJsWhhhudWr3wc4QRGY9	ring2	node38	500
8979	QmXk4VQNg9jRCjTJZ1V4vEAtEbp8fje6AChidXz7jsN8aG	ring3	node11	1721
8980	QmXa11mRZeXYxnLVfmMo9W6f3FeYRnybMF7srQnTNqrTRr	ring3	node7	633
8981	QmfKk3sFAA2hxxvKw7K2FjC1MBx3rNwxFFBV8bBCKqEBu2	ring0	node4	546
8982	Qmb9PY9TyhVSPXCcZqnQyciFdTJGxKLMuP3BBYzZQUk3wr	ring2	node34	506
8983	QmVHVJKsUSt6YGW9JTfzrhAyRY2hQgNUo2r6JkK51di6kU	ring0	node0	542
8984	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	516
8985	QmQN9HhFTFBFz9vv9oC2ki1dcSAfvE8QRDmf6G6i9oMmd9	ring0	node32	552
8986	QmXYFMtYVBJBKjgGwf6MmrKhVtNdbVjLQCPLCu99hpAu47	ring3	node35	565
8987	QmaQMGzSrZ5gut8SDzTHmoqWngDA3fGqDHHSSwAkHp5CQb	ring1	node29	564
8988	QmQVWiHRYCNPj7oN4Sbhh24vdonfsZsMNbQ3b2h5zTdvuW	ring2	node22	597
8989	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	512
8990	QmXAWx5zB8ohRWCUuCxFS9BLf5xgHHN4x5XrpdhYpbQgEc	ring2	node22	537
8991	QmX2nxPPe3MdfVag4XK7mKrzLJU2ij8v4TTbyY82TQeC9X	ring3	node15	581
8992	QmXeuqPPe8ZcDsF2he4noutQdCJ1zcd1mP3Laj2bHvXdPK	ring0	node8	541
8993	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	525
8994	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	476
8995	QmchYgJ3rX8FuSfgEZUWtZHv8ek12cEYHd4ppoUnSDyAWZ	ring0	node20	574
8996	QmTH4yi3zV2SKzxgs5J8sbBAuiD6S99h1xH4ponPDGQXTb	ring2	node34	515
8997	QmUZHhnW89mCGCBKhaM4jyUEwByeCL45mzzadms46DX63Z	ring3	node19	560
8998	QmNcGueqky3m7nmqddrMKZZEBceRgshm5sPV62f6G2W5Xb	ring3	node19	550
8999	QmZNXcAvzAVkbxvEpAkBVNGWj1EMu6WnYJHPoz6e26McaM	ring0	node4	562
9000	QmbRLKRgXNFhZgxNWsuVca4k2J65LZARDTjcFHroVciuCy	ring2	node34	1539
9001	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	636
9002	QmZqbRBXsZBmqqTzHJDYU8EsQsMKZrogmVwdX7RMaa9BD5	ring2	node22	557
9003	QmWVr6QDEybNUnkWMkg8retLNFak98u2GMsuNUjrUd18Uz	ring0	node4	632
9004	Qmek7LF6NWTVLmhu2g8tDtE5XHAjtmycUMsy6U5XFb4jft	ring1	node29	567
9005	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	538
9006	QmTMqopFAH28tFMmQ52W7Um3GSeMqxWDoLx3vAiezb1jKC	ring0	node12	564
9007	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	535
9008	QmeSjSinHpPnmXmspMjwiXyN6zS4E9zccariGR3jxcaWtq	ring1	node1	561
9009	QmVEGtJGAKmYZyYMQAHqebPMfasKa7WY2urFuaCse1zkWf	ring1	node5	609
9010	QmQx1kCeKk6nc4kBuCgYjLvbrJ5pQCcK4wFRakt1fKLf6A	ring1	node33	594
9011	QmeTUyi9aN7iwdodY4mi4yKHEKYWbd3bG1FdagQhhKa2he	ring0	node4	610
9012	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	547
9013	QmXqBqGLcWMthf7xiwArXfKCTbZfQ7obY2BvByxvcM11mz	ring3	node39	582
9014	Qmbyta9rTWW3gRF4V9GHHrzCM4zXto2ANwe2pS2hjWuYbx	ring2	node30	548
9015	QmdaaNwxQSsucVBEXq2xoVTXxM9Uno6xeXUvsq8EW37R1D	ring3	node35	630
9016	QmZNXcAvzAVkbxvEpAkBVNGWj1EMu6WnYJHPoz6e26McaM	ring0	node4	520
9017	QmXeuqPPe8ZcDsF2he4noutQdCJ1zcd1mP3Laj2bHvXdPK	ring0	node8	528
9018	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	545
9019	Qme1cRJpSdWap84HqKxpWKaJrGX7K8Dyf172anEYj8p5bN	ring2	node14	530
9020	QmP8B9NyFZHA9ttQBnHyvPdGCtnu8hXoAzKdiQjT3h5onC	ring2	node6	558
9021	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	651
9022	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	528
9023	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	502
9024	QmQ1niEpAbckZ2HvCoZxZLYEjUuHAooBPpgQGrJP1aLdei	ring2	node18	516
9025	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	625
9026	QmWwUDuJ8YUR5U18HucoPCb7hrx15Mh67TtnsfLrHZWd8U	ring0	node4	537
9027	QmeSjSinHpPnmXmspMjwiXyN6zS4E9zccariGR3jxcaWtq	ring1	node1	752
9028	QmVo3yeM3NEDL4ycw3YxSJENMbV4GbSrj5gemzSHNKihv1	ring2	node34	551
9029	QmUwVBshgQqHHAdNhHDVRhcmmurLT28T5j98CsuZWujGKc	ring0	node8	572
9030	QmNaFs3ymvbuNqdy3QNStQRXgDpvv8Wq5N3kfbBmQA77uy	ring3	node27	585
9031	QmNjHWryo1jbrjEHkZTfXB7843NzS5tGLxE7m7AFSf7fkp	ring1	node21	571
9032	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	475
9033	QmXnxcBqjkhkJjv8KyqmcMtWEtd38XTRKTSokrT2daoNwi	ring0	node20	531
9034	QmeSjSinHpPnmXmspMjwiXyN6zS4E9zccariGR3jxcaWtq	ring1	node1	506
9035	QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31	ring3	node19	588
9036	QmNxMq1Rw8dxijMqQNNQvtk7wZc5putFTnYfM7kVoNfs7u	ring1	node9	530
9037	QmeaWcbf8aYTr6ZyxpVXkyfXC4JJRh4kkizsHcs1AbGGFA	ring2	node38	591
9038	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	599
9039	QmTbU5PN3WuuHAcFpaU5dHfd8gQJsWhhhudWr3wc4QRGY9	ring2	node38	558
9040	QmTbU5PN3WuuHAcFpaU5dHfd8gQJsWhhhudWr3wc4QRGY9	ring2	node38	479
9041	Qmek7LF6NWTVLmhu2g8tDtE5XHAjtmycUMsy6U5XFb4jft	ring1	node29	498
9042	QmPASmu4tqbgwuceqWtHbEZTrn24zsva1NDBxpfzEjVpQR	ring3	node19	535
9043	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	620
9044	QmZnBLTvnUpTjtQq5S6yRuCRjLBWzpKDEXwPwFRFus3kub	ring3	node7	507
9045	QmddaQS5pWU6yS8Cr5LFB6we9UUVpNEm4cg4B359F1XY3A	ring0	node32	565
9046	QmZpA62faJEQjPe7Urquo34myHoa6dUc5GEwcZwdAmeNfN	ring3	node31	531
9047	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	1196
9048	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	685
9049	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	592
9050	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	558
9051	QmaopnM9SYg64dsn6byMVTCchN7PKmNK5DGq18mrkYJStc	ring2	node14	558
9052	QmXAXu6Q6FJH9bGvnVt7Qs6KBh8538tgyv4gNubDj2ddKm	ring0	node32	555
9053	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	640
9054	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	534
9055	QmWEJnWnVStbapiKgho5XVg17HKjuADqZqdKVLxc6jNMtf	ring2	node30	624
9056	QmcrX4Bp1RJ8oMjtfyib6jee4Mw4BL4oYXe571Fgrbad5s	ring3	node19	559
9057	QmXY7jTGYGwua8UDKQPkwukwzqineAunUtX4FE51beeBzN	ring3	node11	600
9058	QmP6aMEQQoTfH3iXSCM8mXYywaCVwErvxfWmUxXNggHKUi	ring2	node2	557
9059	QmXgJyHExegXMDZsw233LyDCgnf6Lhrgwb7JxDZCJG6qGL	ring2	node26	589
9060	QmWpSEimowKQmhUf2jtUa5RcfGid9YF6C6AP8EsKxzGKES	ring1	node21	803
9061	QmRUTWHWQMn9yCM8uVWDQN7mbuBgWd6X4WXSZUjvRHwWQk	ring3	node11	557
9062	QmTXZLNTHfHusifAwqU5Tfymv4ykLGx4eYowNBcmj1pNyg	ring1	node33	589
9063	QmYnKu3rbdWEx1wtTHUrJEUyVw9PDp6oFyz6stezxXpB2c	ring0	node16	604
9064	QmPAQgnK1jFcwcRnDJd7sLLz4XNen7CZ62UEEGzu8ED9jN	ring3	node11	1592
9065	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	593
9066	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	568
9067	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	645
9068	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	554
9069	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	647
9070	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	594
9071	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	543
9072	QmZNXcAvzAVkbxvEpAkBVNGWj1EMu6WnYJHPoz6e26McaM	ring0	node4	502
9073	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	546
9074	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	526
9075	QmVLzqqQ9BS8HfarPTH2GX88WRb89X6HQBtL6SSk3h32zX	ring0	node28	588
9076	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	472
9077	QmULN9fuwpNBxuYBEQPe3QTwZLVB9E3rtczGo8XwZmgQz5	ring2	node14	537
9078	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	517
9079	QmTyrgWd3vgfdG6Rus1MdNitFxHgiso25ZnHAPYYJRKyCQ	ring1	node37	605
9080	QmTgsAaSyiigvyhmxxAquLfsEKPyiXmHqLxnNKPqTTEAq5	ring1	node17	622
9081	QmUWEfeSce9p3guLXG2W5S4fgXXDfFmiB2FxfFcfanusgz	ring0	node12	585
9082	QmUeCGAi1KdfrU49JhSyzqf7ruW6u7t62MP5LDddNT1r1j	ring0	node28	509
9083	QmeSjSinHpPnmXmspMjwiXyN6zS4E9zccariGR3jxcaWtq	ring1	node1	542
9084	QmbrkrbrGmHmt4UnkYLTbc1fYkVzsvZRt7dPX6kTorWNbC	ring1	node5	633
9085	QmUGBCFqNrruATPxjEUsH9PzVTdadtQyqCUjkGSSxtijBP	ring0	node12	552
9086	QmZDh13Hb3YPeomXYi7mqEeghgysoL7bpdoeXmME7Jg7ea	ring1	node17	536
9087	QmRCu8yCtFmjSmp27DmwKmpUMAm4raWuBb7LhFCeAFCnEM	ring3	node27	498
9088	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	615
9089	QmUGBCFqNrruATPxjEUsH9PzVTdadtQyqCUjkGSSxtijBP	ring0	node12	494
9090	QmbmPDc1PNmxKfpixsk2oF8DAV6Yqs5QwhtwUWJtw8jSDF	ring2	node38	564
9091	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	529
9092	QmVc278YZHjSfc4sZF8r93GosWxia3UTyHw33NaV5FiNBo	ring0	node8	565
9093	QmZE5WY33MQJxBs6eNqpWWdZn1Dw1oi45jcYAdNB3DqtFp	ring3	node31	592
9094	QmfRuQApXJDwQiw2HqSMzrXp7RD8CPVwWHenDpSWrcmMHj	ring3	node39	715
9095	QmVWm6dCQDHxd5iEzUFZrABvFpc9muFyzRVJzcDmEogvDw	ring0	node4	519
9096	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	574
9097	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	508
9098	QmZdmAJLugBYjFm1heWqA9rbAkr4hvHbgH3Mf2EaJWFNUU	ring0	node0	552
9099	QmRM8idh5jdhixhSgN7ofva2aUXbecr6J8UovQnrsk1BfA	ring2	node6	527
9100	QmcqatM9xEgNBnBaMZLbbHFf6T95u4Cg3vtxMHQKrwprSm	ring3	node11	557
9101	QmP3CX6NwbXkNftXg24y38cQJbFoYY1coV3jJiB5m9Fv8w	ring2	node14	566
9102	QmYbeFzL89hh6U9oYFd8gimSkencMJGDZn1m43sB9cPqVq	ring3	node15	696
9103	QmXAWx5zB8ohRWCUuCxFS9BLf5xgHHN4x5XrpdhYpbQgEc	ring2	node22	579
9104	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	552
9105	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	510
9106	QmTMqopFAH28tFMmQ52W7Um3GSeMqxWDoLx3vAiezb1jKC	ring0	node12	525
9107	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	614
9108	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	516
9109	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	638
9110	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	516
9111	QmZeCVrHZ31LthEuEY15KXagb9fbSYyipdB5nFV3QHaRdH	ring3	node27	685
9112	QmQXxiuSL5djCgLvwjjiTjZTNTb6eknJGJQEp93D3JaX5z	ring3	node19	580
9113	Qmf5hFseQRnnXy8eKFVk49znMY7ghsGd3hjzputeNUQ4EE	ring2	node10	597
9114	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	525
9115	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	529
9116	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	493
9117	QmXH1PZTjay3cF4cuGvY96seT72EfE6bws5P6Sb4jz3C73	ring1	node29	529
9118	QmXAWx5zB8ohRWCUuCxFS9BLf5xgHHN4x5XrpdhYpbQgEc	ring2	node22	478
9119	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	1313
9120	QmTbU5PN3WuuHAcFpaU5dHfd8gQJsWhhhudWr3wc4QRGY9	ring2	node38	582
9121	QmRZXxy4orqcyJ8HsJ7Xvar8vpqrMJiA7J2njrq5oqBAY8	ring2	node34	615
9122	QmVWm6dCQDHxd5iEzUFZrABvFpc9muFyzRVJzcDmEogvDw	ring0	node4	555
9123	QmWAanRT4W3sSps6ZW9NHFLSG2uSX3AUrbfi5UCrDhv4Ba	ring3	node11	681
9124	QmXH1PZTjay3cF4cuGvY96seT72EfE6bws5P6Sb4jz3C73	ring1	node29	510
9125	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	616
9126	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	570
9127	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	592
9128	Qmc9UXLShQFQeS4AphuV85bGuhiF8zHvMaUdhRXEr29U7F	ring3	node35	601
9129	QmfWV2RXxKmTD4XZn6r2rXXS6FFnBVKwmSCCHnrzzgaY3B	ring0	node12	757
9130	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	495
9131	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	726
9132	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	483
9133	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	532
9134	QmbHwaVdAXoQwZLMM4RPWMYeTDjRaKHByrVbvYsedGaDZX	ring1	node17	535
9135	Qmf2TE89s2mBU3VcEDsQpfgyJuVRjfFy4aHJeFDQhTWHEb	ring0	node24	557
9136	QmZ4tJjpHcoU7xf48UyWYcXF5XDdo4gzmaR8FEfGzsY7v5	ring2	node34	559
9137	QmWGaAgHh2TWdKittHeR5XNJjDTdUzfrUhGkdhkJ5TGN4b	ring1	node21	608
9138	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	532
9139	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	533
9140	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	561
9141	Qmek7LF6NWTVLmhu2g8tDtE5XHAjtmycUMsy6U5XFb4jft	ring1	node29	540
9142	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	586
9143	QmeSjSinHpPnmXmspMjwiXyN6zS4E9zccariGR3jxcaWtq	ring1	node1	517
9144	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	490
9145	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	540
9146	QmabP1MN6kMygaTMaLVD6C8GsBkTGZVa74tp8VLYhpvdKD	ring0	node16	647
9147	QmfLK5oMpkCQ3iDGPty8DKeifFyaby9sGqH3Y34i9Bim6q	ring1	node1	584
9148	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	562
9149	Qma8gCcSbx854Yvx26J6ArL6MFky6BcnnRtjMGkFvJD789	ring0	node36	1282
9150	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	676
9151	QmQN9HhFTFBFz9vv9oC2ki1dcSAfvE8QRDmf6G6i9oMmd9	ring0	node32	551
9152	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	534
9153	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	540
9154	Qmak5Q7gzEapcErNHmu9oeuetzDJneGVCUCUEyn5tgqaHY	ring0	node20	530
9155	QmatBarLkXUFAoYus2RLkM1DVaRN2RRs5QLyt4a5NvKEp3	ring1	node37	572
9156	QmcLCohZfkbohmW568Ux2mNRWM3d3ftL61uTxSyhorCGJx	ring2	node22	503
9157	QmcWZo7DrxQLVfmPri5BRL6L5AocVwCwkqrnv45w21rnnm	ring1	node33	545
9158	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	565
9159	QmdnKqvgFdNwaR9JF2d3NpSwacG7v9pH2T2UwpAbJecLVJ	ring0	node32	585
9160	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	508
9161	QmUfkDLTUSd3pdfNvZsZZ7Rvt3pPbY9mYqA9uFCXL2oY7j	ring2	node22	587
9162	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	517
9163	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	515
9164	QmXYFMtYVBJBKjgGwf6MmrKhVtNdbVjLQCPLCu99hpAu47	ring3	node35	605
9165	Qma8gCcSbx854Yvx26J6ArL6MFky6BcnnRtjMGkFvJD789	ring0	node36	1232
9166	QmXfuGvn4mTiD4xWxCaGoPcyDW8No2abCo8Tu4PWDPEXkG	ring1	node17	506
9167	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	540
9168	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	478
9169	QmatBarLkXUFAoYus2RLkM1DVaRN2RRs5QLyt4a5NvKEp3	ring1	node37	523
9170	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	467
9171	QmWGaAgHh2TWdKittHeR5XNJjDTdUzfrUhGkdhkJ5TGN4b	ring1	node21	503
9172	QmVWm6dCQDHxd5iEzUFZrABvFpc9muFyzRVJzcDmEogvDw	ring0	node4	477
9173	Qmbza635LYdGB5BJUDGpumSs4bBmVd1UtcbR2R6Vq1nNvg	ring3	node39	665
9174	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	516
9175	QmRCu8yCtFmjSmp27DmwKmpUMAm4raWuBb7LhFCeAFCnEM	ring3	node27	543
9176	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	525
9177	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	535
9178	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	491
9179	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	1370
9180	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	535
9181	QmRwvDtjMzZd3L2aLYBmMeLkw1k5sAXSX3QsgzdBWhudTk	ring2	node18	971
9182	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	649
9183	QmXAWx5zB8ohRWCUuCxFS9BLf5xgHHN4x5XrpdhYpbQgEc	ring2	node22	7627
9184	QmbTce1BB4f7Uf4MEcNXxB8UUqMmh67qtb5ov18DtZQgbc	ring1	node29	806
9185	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	521
9186	QmPptFkzNCSPqX7K29EcFszyQrxHjMxzM5JaMufWehzPDV	ring0	node24	518
9187	Qmaisz6NMhDB51cCvNWa1GMS7LU1pAxdF4Ld6Ft9kZEP2a	ring1	node21	492
9188	QmSe4dh3KCALVSv3xnAwxZEn2cqVPoddopoHoCV39Zzsr8	ring1	node5	625
9189	QmYpp86PLiHyAn4bFhXHzjcp4HP9QeUNqZKvvZ1ijsjKha	ring2	node38	592
9190	QmSe4dh3KCALVSv3xnAwxZEn2cqVPoddopoHoCV39Zzsr8	ring1	node5	535
9191	QmRDTc2zsQeLmn1QqPSZg6SD4XPpM1w6vesGHA7hYmGhBR	ring3	node27	608
9192	QmU72ejtCUm1Ut5aTAWFsn4sHNtgoCGS5VZUZ69vTaRFKw	ring3	node19	699
9193	QmbKMMFKNyARz5VLprAsG1cFJ6VnsZmcAPWQQy8ipSL3Wa	ring3	node11	542
9194	QmW1pXhuuGsEcQ8T1cxyRbcXvqpXdGrcqmtX5BJxogunvE	ring2	node38	546
9195	QmWMvcCNVPCWR7CeWW4h8x8FptsQnRcrK2swxZQRRGqvWg	ring0	node8	554
9196	QmYSB7uVxLv8BehkQASFmPcMmUF1n8AXdbuYjFqew1n4to	ring3	node31	560
9197	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	528
9198	QmVjnHtfw3jnYJnFPjGk9b5FBcaPA6HHcHEpRdHE3Ks1P6	ring2	node14	587
9199	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	543
9200	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	493
9201	Qmcob1MaPTXUZt5MztHEgsYhrf7R6G7wV8hpcweL8nEfgU	ring0	node0	527
9202	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	523
