序号	文件名	环ID	节点	路由耗时(ns)
8716	QmTjKaJoB9ZzYhsVQ2j1KiogJPUaAMLBG55bKmDBoKs2Zt	ring0	node0	596
8717	QmbTce1BB4f7Uf4MEcNXxB8UUqMmh67qtb5ov18DtZQgbc	ring1	node29	598
8718	QmbTce1BB4f7Uf4MEcNXxB8UUqMmh67qtb5ov18DtZQgbc	ring1	node29	490
8719	QmQxwAXt73Lxw6ptq25dMfpWSafM2ERjKeW4F4RaCLSNrN	ring3	node19	574
8720	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	476
8721	QmZNXcAvzAVkbxvEpAkBVNGWj1EMu6WnYJHPoz6e26McaM	ring0	node4	583
8722	QmbmnUVmmwRJiBJEYjCPXTjdkp7Vat5hkbeFSZA8K3PBTX	ring3	node19	557
8723	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	502
8724	QmczjnjjYDfydfKQmAiUAu17cZ8rTCjrPe47Zdu7tEppGd	ring3	node11	2203
8725	QmTfqTCEuyQ755RBprGEUZ2c5Wu3SG8H2rFjrTF2J2vC6B	ring0	node16	565
8726	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	538
8727	Qmek7LF6NWTVLmhu2g8tDtE5XHAjtmycUMsy6U5XFb4jft	ring1	node29	554
8728	QmatBarLkXUFAoYus2RLkM1DVaRN2RRs5QLyt4a5NvKEp3	ring1	node37	613
8729	QmSc3oZM3di5mGxKtL2GfvaffXbFH8XavpFfecNHqSwZMx	ring0	node12	541
8730	QmNSYA4HM7yZLuC6ZVmyKX5x89EVHjKFFmAq7B9oLBZCEL	ring1	node13	641
8731	QmYgfC9G1HQVe3Wm5cBkRMRR73aGobq1ZTsXQV6ZVPGGzH	ring0	node24	560
8732	QmdnR4nuvSMdGcQxbJiptMREAxKWtQRcNHSBxXYBf1fYXj	ring0	node16	885
8733	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	636
8734	QmTmzwtQbWkd9y1GxGJJQNpFfTyQPfuBcmnnV4Mzkro3Tr	ring2	node10	601
8735	QmcmHRaacCetNGpKZGkMVeotn7Fi8R5CGeLDL3MXDobkEG	ring3	node27	598
8736	QmXUYfCWXUtaCRc25HTk11aVpwaL3ted76NyCQ5LHXWjwV	ring0	node8	533
8737	QmeCVmzBpnrrpTbeHh2GPydJkeijoC7RHjjJxJpUJ5YfwT	ring3	node39	621
8738	QmdAoqFPUH1JGJBoDTssUDALVi2VMAbhbh3jWqPxB9cve2	ring2	node14	567
8739	QmPtHbVHxVWPg713TJK5ea4abm981w7tZ5gfcr81dQzY2D	ring2	node34	635
8740	QmaoDiPe2pvEY3aA7zDyZw6xdetXr4vmudx3idxqYHJHkw	ring3	node11	666
8741	QmcxNxXrdiqTjbyFK7WTUmeHG32NKR9supUo88GhoihheG	ring1	node13	669
8742	QmWyCy6uMwDwfr9spuU4hy3pXGx6Q6j4UmSVY55RW4c2is	ring2	node38	633
8743	Qmb9PY9TyhVSPXCcZqnQyciFdTJGxKLMuP3BBYzZQUk3wr	ring2	node34	507
8744	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	506
8745	QmfN3YT6sHVi3F23kqKu9zqLzXqhvc71Ft7JNFnpGvYqWb	ring0	node20	628
8746	QmZwKsjmSCUmwfq9xxbEpKhkcSSzr8VkBGf1p6MiQeqCDg	ring3	node27	629
8747	Qmd6n9NeWCdfpUCcH1GWJUhHrgXJ8JiP1MPdzQYeEng2Nz	ring1	node1	683
8748	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	620
8749	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	671
8750	QmXAWx5zB8ohRWCUuCxFS9BLf5xgHHN4x5XrpdhYpbQgEc	ring2	node22	508
8751	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	548
8752	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	452
8753	QmPfAHkkEvC2P1jUsMqkdVJkzSvFSK9KhQaghUU4SgzPyW	ring2	node26	655
8754	QmSg62Jr96UV8AK2HBvsYrcGkx8ZKPeugqk2VixjHMjGvc	ring1	node25	512
8755	QmQJzFKL2NhSoYayH8U6gyWJFFgsp79V8oMre3FMJbhs6u	ring1	node9	624
8756	QmWX5pPBuvqWwek6JqYgEGmBME14nmvwNY7FW6RzH6H1b9	ring1	node33	595
8757	QmWKmFAz7ZLGbuN1LBc5ubjx6Q71qhUpkNRrwt8qTmBqL6	ring2	node10	544
8758	QmdP2wqnPQFy9cdCDi6NT1BVBd7NHX5ERbiHG4ByJKAf2T	ring3	node3	578
8759	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	509
8760	QmWQLidQbXw2aAYZ6XkeVDg6J1Vw2gyrZujbLGW5aQbQfB	ring0	node20	497
8761	Qmd6n9NeWCdfpUCcH1GWJUhHrgXJ8JiP1MPdzQYeEng2Nz	ring1	node1	507
8762	QmVJKofYjw5DPHr7c8pQG8QqbwkNsdj17HkJEMrEfcaD7B	ring0	node16	1699
8763	QmRCu8yCtFmjSmp27DmwKmpUMAm4raWuBb7LhFCeAFCnEM	ring3	node27	665
8764	QmUGBCFqNrruATPxjEUsH9PzVTdadtQyqCUjkGSSxtijBP	ring0	node12	591
8765	QmRhFn9iud6p9HzUzAZnf85F3oA6ccADqFeDAp49R8ppxV	ring2	node14	590
8766	QmRwbJUWtVh1M1fGB3C96t3jW2syGqEKc6DSdpzMfaoTQw	ring2	node22	666
8767	QmWGPXkesTt5SxBB1WPW7cuU1YoLwNyFpEyAB9k9ueS3wN	ring2	node30	721
8768	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	648
8769	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	569
8770	QmPuVWi7SQk26C3sXAQEPEsu8BGWzzizZy9QLhqezC9Nus	ring3	node23	551
8771	QmNSTY8vRVovw2iKVgUBrMyZpbSCMXZnGRobXakRCRNKj3	ring1	node33	598
8772	QmXSKZehLiYKEpLAnm5i3Vy8GrRnPKnLsXAgtLju4qq5Lh	ring3	node7	668
8773	QmTbU5PN3WuuHAcFpaU5dHfd8gQJsWhhhudWr3wc4QRGY9	ring2	node38	663
8774	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	682
8775	Qmb9PY9TyhVSPXCcZqnQyciFdTJGxKLMuP3BBYzZQUk3wr	ring2	node34	508
8776	QmeLFJi68x2DHhhwmafw4MW6K5vKxSiVtad6RXuucstfD4	ring2	node10	607
8777	QmaJ9vC31UoqAWzkKEzLD3kpwpSzsFb5NvZtV67mTZJF36	ring0	node12	575
8778	QmatBarLkXUFAoYus2RLkM1DVaRN2RRs5QLyt4a5NvKEp3	ring1	node37	608
8779	QmYq6vcs1SEuJYNBACQ8zCPdWPWXWGCAhcpLsQaJKgMxQf	ring0	node36	630
8780	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	552
8781	QmSxR1LadyM86EXuNFFndA9pw7wvhZwzU1fiNJPev6uH67	ring1	node25	560
8782	QmZBrpcfV6PD3JTATjTybq8wLWqbgzkbawAyhGK2xvaHHk	ring0	node8	595
8783	QmaRWJCyfUHqTynqeJPiMgtEKPBiqvTfFDM1QnPjhC3Ww8	ring0	node32	560
8784	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	556
8785	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	520
8786	QmR7gLQieHzi35jUirY2ZeGDBbPciYZoWfQdZkkxsHUkGk	ring3	node19	618
8787	QmTeUwzQbqXoGcQFqnVLGs9PcaZUW7PrUvaKWjddTmRnE1	ring0	node36	606
8788	Qmd3SSRQEjFquk79sGTecfjxFHmxx3YAJBb7pLuC7fbeXQ	ring3	node15	611
8789	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	610
8790	QmNVEMbpMu9fr7HkWP51vgBavWGwCJ3P5BuHNtjSjYjk2y	ring0	node16	512
8791	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	610
8792	QmWrDRbKvuhd8C1hdmC2pdZ7jo8M9T8igyBehhnBjzLmx8	ring0	node8	527
8793	QmRovqKQ1i9KjcEFYmAi4womrU5ME9sitsQX4AxXRqpTD2	ring2	node26	548
8794	QmXcMz8V3xX6iJDJEKk8BS59HiEqcoJYPWgwmVKR74wtQG	ring1	node1	538
8795	QmRNtpfWnoe5pXG7UQuCVhuKKjMThUMCKEUhuc1CgrhLhR	ring1	node29	612
8796	QmXWyHcA76VBZ6f73tvVGbh42utx2ct3uTymfEzJDJZiyD	ring1	node21	547
8797	QmTgCQtL9Eec4uwu3tJajWSmEJjC5AKv1QCkFr33iKm2c3	ring3	node39	588
8798	QmVUFDfhCXKQV12nezZfKiadkEJ9vSE5mJ4fBNCj1Kd5sv	ring1	node21	481
8799	QmddZhLHCKs4UP97rNndt1nkBAHcPh1wSP2t4y6GcCCp4Q	ring1	node13	542
8800	QmXJu1CeRc1Zde8zzNNgus7Rgz1z3WzWXXpbcWHTQaH3x2	ring0	node28	520
8801	QmNy3BN38wtcGuuCEo87Y1vSPU8oL44i3tba4BATzNAwiE	ring3	node23	565
8802	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	510
8803	Qmbb8ExpX74rqC3rNQtJX9WumvqdGD77eLZ4BG7VRdt8no	ring2	node10	541
8804	QmS5CF3J7kBhHxM6SYfrxzjvMRd6DqnXhvbcsjhFWdXqYg	ring3	node39	538
8805	QmefcCgMz5SHBjHK9kXw7nu1dyKFW3z26SWsCbtPKCMm1j	ring0	node32	562
8806	QmSjhmjE5uM6XS2DnSCNYvPffrdKb4tmotaMA73sec7T2N	ring1	node17	516
8807	QmWJvWd3y2HPKhqoVLPRR84HDRSBy5Z85pSVuYeSQRZXrZ	ring2	node14	593
8808	QmY6io9JS8np9jJ6i7VDjJaF86BTvo4PvKZZz7JdFqzpfc	ring2	node38	555
8809	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	1359
8810	QmXUzNgjNLiuEfe5bmLw7WmDiQuJhLScLdQjhmuBt8ew7n	ring2	node26	523
8811	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	533
8812	QmYsTqbmGA3H5cgouCkh8tswJAQE1AsEko9uBZX9jZ3oTC	ring0	node36	552
8813	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	648
8814	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	564
8815	QmY6io9JS8np9jJ6i7VDjJaF86BTvo4PvKZZz7JdFqzpfc	ring2	node38	532
8816	QmZNXcAvzAVkbxvEpAkBVNGWj1EMu6WnYJHPoz6e26McaM	ring0	node4	524
8817	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	604
8818	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	482
8819	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	564
8820	Qmb9PY9TyhVSPXCcZqnQyciFdTJGxKLMuP3BBYzZQUk3wr	ring2	node34	498
8821	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	497
8822	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	1329
8823	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	671
8824	Qmak5Q7gzEapcErNHmu9oeuetzDJneGVCUCUEyn5tgqaHY	ring0	node20	576
8825	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	562
8826	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	554
8827	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	546
8828	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	574
8829	QmXAWx5zB8ohRWCUuCxFS9BLf5xgHHN4x5XrpdhYpbQgEc	ring2	node22	575
8830	QmV5WWFPnwQLaVAgzwH7YSqwDrph1wg4QuzM914LQpKNxd	ring1	node37	542
8831	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	488
8832	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	490
8833	QmSDPE1wcxBD8i9sBpALjE2pkuyqb9pvPM2bu66ERuH4zq	ring2	node14	627
8834	Qmb9PY9TyhVSPXCcZqnQyciFdTJGxKLMuP3BBYzZQUk3wr	ring2	node34	522
8835	Qmcp9YX3ehyGSXw8tb8dTXGMe1xRNn2ATaN19CsQ69rDbx	ring1	node17	574
8836	QmZNXcAvzAVkbxvEpAkBVNGWj1EMu6WnYJHPoz6e26McaM	ring0	node4	498
8837	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	509
8838	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	555
8839	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	557
8840	QmdHsekMbnEBVaQDFNsniRqwoBeGJHxjw6kc7iyzGvcend	ring1	node37	503
8841	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	655
8842	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	538
8843	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	529
8844	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	528
8845	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	513
8846	QmdRAvWJa2Ck3pQPVni1DhYHc1zZNvJnZWAacS3vfWuDYA	ring1	node13	545
8847	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	616
8848	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	470
8849	QmXAWx5zB8ohRWCUuCxFS9BLf5xgHHN4x5XrpdhYpbQgEc	ring2	node22	490
8850	QmWKmFAz7ZLGbuN1LBc5ubjx6Q71qhUpkNRrwt8qTmBqL6	ring2	node10	578
8851	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	628
8852	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	542
8853	QmT5hyBYvBVx5rwE9JT7zk7uQ9ZoV8mL3hNBqFpiU1N45J	ring2	node38	638
8854	QmVjnHtfw3jnYJnFPjGk9b5FBcaPA6HHcHEpRdHE3Ks1P6	ring2	node14	604
8855	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	628
8856	QmW4NFHK3eDUd3rHVcSLJasV6BRQCkdzrf4dmwYtWo87XS	ring1	node9	582
8857	Qmf2TE89s2mBU3VcEDsQpfgyJuVRjfFy4aHJeFDQhTWHEb	ring0	node24	518
8858	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	576
8859	Qmb9PY9TyhVSPXCcZqnQyciFdTJGxKLMuP3BBYzZQUk3wr	ring2	node34	614
8860	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	475
8861	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	524
8862	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	488
8863	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	480
8864	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	472
8865	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	485
8866	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	519
8867	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	478
8868	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	471
8869	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	515
8870	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	473
8871	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	524
8872	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	473
8873	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	546
8874	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	405
8875	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	449
8876	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	434
8877	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	534
8878	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	475
8879	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	502
8880	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	448
8881	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	1488
8882	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	496
8883	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	484
8884	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	451
8885	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	480
8886	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	667
8887	QmVzcaroPwUPFpHLwVnh1SLwGfSgQGi9Ve2bWyEBHDbBst	ring3	node23	575
8888	QmRwECkUhvJAB9VDdje7rvBj8eKag2G18RN58wZGYeJFqs	ring2	node34	623
8889	QmWKmFAz7ZLGbuN1LBc5ubjx6Q71qhUpkNRrwt8qTmBqL6	ring2	node10	582
8890	QmbDDm7RSdvjqKcaZLC4hPnHuYAz8SJPtKJrhJ4t8EceFx	ring3	node31	570
8891	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	478
8892	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	456
8893	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	511
8894	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	1537
8895	QmeWsEvJHc1XJVmqVxzSaHeABHXYM4dSKANPmqZh7W1Nnd	ring3	node7	651
8896	QmddaQS5pWU6yS8Cr5LFB6we9UUVpNEm4cg4B359F1XY3A	ring0	node32	636
8897	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	532
8898	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	593
8899	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	528
8900	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	460
8901	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	517
8902	QmVMddPpDpyZDXDHTX3pMNQuHKNaENdS4eniM5TjnzhbVW	ring2	node38	580
8903	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	586
8904	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	494
8905	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	529
8906	QmdHsekMbnEBVaQDFNsniRqwoBeGJHxjw6kc7iyzGvcend	ring1	node37	605
8907	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	472
8908	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	459
8909	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	551
8910	QmSDPE1wcxBD8i9sBpALjE2pkuyqb9pvPM2bu66ERuH4zq	ring2	node14	549
8911	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	567
8912	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	546
8913	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	476
8914	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	381
8915	QmZNXcAvzAVkbxvEpAkBVNGWj1EMu6WnYJHPoz6e26McaM	ring0	node4	560
8916	QmddJSHqtPkvQKBSRR77eMVcwUawoVmnm5M4FXsEUm3bvn	ring1	node5	579
8917	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	533
8918	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	509
8919	Qmf2TE89s2mBU3VcEDsQpfgyJuVRjfFy4aHJeFDQhTWHEb	ring0	node24	519
8920	Qmak5Q7gzEapcErNHmu9oeuetzDJneGVCUCUEyn5tgqaHY	ring0	node20	507
8921	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	475
8922	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	542
8923	QmbmPDc1PNmxKfpixsk2oF8DAV6Yqs5QwhtwUWJtw8jSDF	ring2	node38	560
8924	QmfFzMB7oZhmTZ8aXEj2anhBL6zk4KnuV2LqwV7vZQWwF4	ring3	node19	597
8925	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	533
8926	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	579
8927	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	466
8928	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	506
8929	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	510
8930	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	526
8931	Qmejo64Mv21gudWHW7zEDW5YEgkCk4hdZY5jgEMrqwFn9c	ring2	node10	529
8932	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	691
8933	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	504
8934	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	545
8935	QmY3xT8rsaZbD1FweGNpMeDwyAupfEUCfsbhU4EVM5nX7f	ring3	node7	657
8936	Qmaisz6NMhDB51cCvNWa1GMS7LU1pAxdF4Ld6Ft9kZEP2a	ring1	node21	588
8937	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	715
8938	Qmd9KYfXXFLnCzfomVvpv9xf27RwexBuQft1SgWKmHrVac	ring2	node6	564
8939	QmTfRPuCgmqvNHdiAR187CnTBF7NGEWmDgbWnVdVWEXhKG	ring1	node29	510
8940	QmQx1kCeKk6nc4kBuCgYjLvbrJ5pQCcK4wFRakt1fKLf6A	ring1	node33	565
8941	QmWo7kuTbMnnmFdMDtdaJ1EUGyrDFrPYdmu6prNCrWrQZF	ring0	node36	1390
8942	QmSVB857Q2Tzb36vVFFUgcNQLee8LhmRrApMvoq9wLHAcN	ring3	node15	764
8943	QmZ3cTwARkfhztr43cXYWXjftJZFinkdzUFzgMH9eSXAmg	ring0	node16	625
8944	QmYpCbnuBr54EpSixQn5g6XFcjuLbVRLYBeiuQSDe8qJUA	ring1	node25	607
8945	QmYEe7N3TgnZ9ecnrU1943mT53T9XK1UetvsrqKigVgdSg	ring1	node17	599
8946	QmcLtC8ZEX5HvB6nCEPqFHCta9fQjpcqj5c7QRo41E9Xwb	ring1	node13	545
8947	Qmbkrw2sCTMVdF78WdDjZ5AnpCBTGT3UtYnUBKAVikdQ2H	ring1	node37	574
8948	QmZpA62faJEQjPe7Urquo34myHoa6dUc5GEwcZwdAmeNfN	ring3	node31	576
8949	Qme1cRJpSdWap84HqKxpWKaJrGX7K8Dyf172anEYj8p5bN	ring2	node14	646
8950	QmatBarLkXUFAoYus2RLkM1DVaRN2RRs5QLyt4a5NvKEp3	ring1	node37	516
8951	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	604
8952	Qmb9PY9TyhVSPXCcZqnQyciFdTJGxKLMuP3BBYzZQUk3wr	ring2	node34	576
8953	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	606
8954	QmfAbhSi6VbDYQrrYqC8xtmV56JUjouvsx924WRE38uXZU	ring0	node32	516
8955	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	536
8956	QmRmVjYzGRmi8VjhVizUDybPbBDGVsPEGVYiTzzK9siT4k	ring3	node35	539
8957	QmNthK2yoZ2yXcJtstjv8B5R1bmNPLxNzLQkwbeQUQGok5	ring1	node5	566
